,value
0,129.42546383835972
1,126.94341811197853
2,130.82005668628918
3,127.01558263948245
4,128.01465749112663
5,130.20511287033756
6,141.19436080685136
7,150.12908623503998
8,150.4666858915263
9,151.71040191391296
10,149.42591708992555
11,148.10825865111406
12,150.2082773200669
13,147.38557911994957
14,145.27016136314037
15,147.4390044580858
16,150.90297018156386
17,157.21921516319665
18,168.5084428401905
19,171.2496408030882
20,167.86582154720818
21,165.07993383451247
22,165.1134134211905
23,158.24041196456946
