,value
0,185.12861869438294
1,182.86027888763851
2,186.05769863380144
3,186.07835909333764
4,186.5609283085121
5,190.70250733045006
6,192.97079069411936
7,195.20473008719566
8,195.1048892685942
9,196.69813413003305
10,198.02719774109266
11,191.56457296672278
12,189.26470297704054
13,189.94005638394387
14,186.23627972498093
15,192.40110116258472
16,184.16528976941675
17,183.01813326740535
18,192.64158647075286
19,189.12742688422847
20,190.17611879393917
21,190.37965155255606
22,190.99989376730966
23,190.47708109897954
