,value
0,109.16989408032114
1,108.16795032205981
2,109.80230411120336
3,106.62649857941528
4,106.95128473336138
5,107.98540118120754
6,111.14171729530378
7,112.86321005299511
8,114.80995970710322
9,120.96652308231413
10,127.07753443117245
11,124.13121378832449
12,126.84882492352465
13,128.29276527892873
14,127.27548272207319
15,130.2766491379555
16,128.03564146978388
17,126.71885186261362
18,128.95139624389418
19,126.00927950984104
20,122.57117855100776
21,119.22219999000744
22,118.08403279164631
23,116.21412834502422
