,value
0,115.49464664074225
1,113.01453789008099
2,113.49596265087574
3,110.70195297218807
4,111.0865583296234
5,114.99298144970345
6,115.06309035035929
7,119.50673003927616
8,124.25436780353614
9,127.18456009166515
10,127.67504788147662
11,129.45994975221922
12,132.49408123719888
13,129.60009140250776
14,128.0978212743014
15,130.34583054319967
16,131.22092702362528
17,136.8051385713754
18,135.7709787761815
19,132.6848194230396
20,132.84083420092227
21,130.84928061270668
22,129.1662679585711
23,128.44492441466153
