,value
0,114.81381634045859
1,111.80407079384247
2,114.17252354702711
3,112.03057607536071
4,111.04662252639099
5,111.52978003750079
6,117.44980329578917
7,127.84360476881048
8,126.33331330508341
9,127.0593591782988
10,129.33317179958786
11,128.5841694635591
12,134.74642196121627
13,129.49167646642633
14,129.87701066547754
15,127.22351631945787
16,125.34782357189866
17,128.01104271391037
18,135.76668244625697
19,129.71063961194233
20,129.08492246649897
21,128.86628207779233
22,128.58308762550138
23,120.26710716348845
