,value
0,190.6688566041029
1,193.23902128298985
2,196.7024047327982
3,196.21405347329517
4,198.15016296430233
5,203.7296854345742
6,206.44764523737143
7,209.01980262543822
8,211.36436153979858
9,215.73923650558282
10,207.87532286709276
11,208.14388250274115
12,213.0632009492633
13,210.89095256748752
14,209.06099917928867
15,212.79032877416316
16,211.06679831301963
17,214.57982265116271
18,218.99287243889904
19,220.33383608126346
20,215.1865557810343
21,210.2655745328235
22,206.47543302323055
23,203.04777625999517
