,value
0,125.41170148136176
1,125.11240422512459
2,128.13040629289964
3,131.2739800126957
4,130.21916367163567
5,134.84422704884935
6,148.7886003647419
7,167.83766997075722
8,162.5967620134324
9,161.98479491464988
10,159.85914314516603
11,151.0370756198874
12,148.2129369659893
13,141.70928517148914
14,138.18325556143552
15,137.62840793474498
16,140.576429139972
17,145.2941708190904
18,153.93166389523313
19,160.01978594315628
20,160.47946883879595
21,163.24542621386823
22,152.77541224293918
23,143.81563561265736
