,value
0,232.38201047083876
1,230.6320096132036
2,230.28856606816078
3,233.8021994138472
4,232.66397478894356
5,232.66229406532133
6,239.9635533686034
7,256.68953890207814
8,262.1542534122041
9,261.6406056161554
10,244.31208250483397
11,241.7562735835583
12,238.7617840165917
13,237.5631444442915
14,238.17638061112606
15,242.20981946621973
16,241.30795061712024
17,248.72178799685614
18,255.94995447380424
19,259.643327871152
20,252.8567923539993
21,249.53985631825407
22,243.71826183491632
23,233.14903194217985
