,value
0,227.7013321360228
1,226.2859470031571
2,228.6448994840398
3,225.18628239634018
4,226.338565441031
5,229.79554021478975
6,232.81506223749827
7,247.17433763814103
8,254.56532901746328
9,255.61163565965342
10,244.31166176046847
11,242.88222046458597
12,243.04924423803476
13,238.01022536964757
14,232.82341449161785
15,231.85704108570275
16,234.54295971423434
17,237.7746018858165
18,250.66627123545382
19,250.07252739907904
20,247.31537227020016
21,247.38560938915543
22,237.0795050848447
23,228.21780388334486
