,value
0,246.78307834946563
1,243.95059771754117
2,239.73941909366837
3,237.58550838717377
4,237.0644807420756
5,233.0585988896683
6,238.12458133371334
7,252.33988843131894
8,252.9463843001028
9,250.89914924246452
10,249.47868856906356
11,250.79819047610158
12,252.77798399533043
13,250.50565114881178
14,249.71697732297372
15,247.56223070986945
16,251.62215403283065
17,260.4119925497377
18,267.8750031437961
19,267.5178371982845
20,270.32008055811303
21,269.3535290266575
22,264.8504649291481
23,263.11744101651374
