,value
0,255.10161898920725
1,249.69991419887475
2,248.85906325462224
3,247.4229522119071
4,249.7037322661036
5,250.3651568061667
6,254.7574725813843
7,270.31415439686566
8,276.2676918604591
9,270.8298099939223
10,268.21133575173405
11,267.6347051279098
12,258.80123325005104
13,246.9212032122387
14,246.04740672021248
15,243.70246907184853
16,245.1330881272665
17,252.30864279288045
18,260.8775045104061
19,272.30259697221805
20,268.8200241391797
21,261.371832625229
22,261.08829813784115
23,248.82994499158767
