,value
0,127.62208299226751
1,123.83083950366311
2,124.81044118122698
3,127.637138203614
4,126.79734967566313
5,123.24662883915886
6,122.11736693576137
7,126.09771441874004
8,128.39025710843077
9,135.4265200460493
10,135.94764438783488
11,141.04154623704332
12,137.30213563139452
13,138.0046976211793
14,139.574619953501
15,145.82966037553854
16,142.291555598278
17,142.78231059861395
18,142.8866909562646
19,143.45747737617955
20,142.6619278686702
21,137.7132131867777
22,135.48700408292493
23,132.78891544891138
