,value
0,222.46823670959603
1,217.49232795513294
2,215.75743590077929
3,216.76016983327975
4,222.01020915322306
5,222.24267883775195
6,231.14757273091752
7,239.8119316992051
8,251.11572822086242
9,265.7445223398473
10,258.94437274939116
11,253.92552129596646
12,254.86782617561377
13,254.95299943156053
14,256.91894549545333
15,257.58272850835397
16,262.06369667544635
17,259.57253774141645
18,258.9478968830091
19,260.7557690815702
20,251.57566593971023
21,246.2390640148272
22,243.97192702277914
23,239.94678637155613
