,value
0,143.71132306870498
1,143.6896244624014
2,140.01012611459058
3,140.8679399704494
4,140.06108755027802
5,141.72848851068053
6,150.47430524096828
7,159.77601446476547
8,153.34216884073408
9,156.55008141268166
10,148.40736503698616
11,149.76969425438418
12,150.45707665412132
13,148.01055483682353
14,147.9288842667479
15,145.88827151521951
16,151.14073305402601
17,154.9917214363337
18,158.62178879809923
19,163.9257547309282
20,159.83760907829313
21,160.6120204230408
22,158.5336289466778
23,144.80782819164764
