,value
0,252.19174743894908
1,249.6410159314278
2,252.95995429260614
3,251.74755395774073
4,257.5472405179815
5,263.7249123602976
6,272.57352680829786
7,285.2085068725084
8,287.89512582349164
9,286.05702014775227
10,285.9403986623797
11,287.71629034091677
12,290.4239422843427
13,291.72755086844205
14,287.93820885328927
15,289.93110083163003
16,290.8153043083423
17,296.1510587168118
18,303.9155426961521
19,308.44925552855676
20,302.27681748448396
21,294.898919864685
22,286.37173796942665
23,274.8613232537877
