,value
0,237.93560397786362
1,235.21616792426923
2,235.55494108789333
3,239.67075837593097
4,239.07445786636973
5,241.32433431649216
6,245.61096576782884
7,248.64938148700614
8,252.62763283498828
9,259.28528302455214
10,264.6283635592336
11,270.90432229002346
12,270.42644133288786
13,268.62595352933573
14,265.2462280960244
15,265.3083235278256
16,267.23938866842343
17,264.729733874831
18,262.5798055200876
19,264.6059275803885
20,263.3507898507986
21,255.5346516491049
22,247.75597191494427
23,239.11309981162773
