,value
0,163.78635414281186
1,161.35527318759694
2,158.9872374491079
3,161.86941160242804
4,160.7582177445
5,161.37640421223756
6,163.15695855868134
7,165.7432717057023
8,167.42516668858335
9,169.25850465884136
10,173.03978843248538
11,173.1872630581354
12,172.75645554201665
13,176.62588923163716
14,171.69404820823019
15,170.0395727493552
16,173.76067880925888
17,179.81274495644098
18,177.04851630932373
19,179.45794457085222
20,178.17391187885667
21,175.04801556392164
22,173.40828975330203
23,168.33649713502223
