,value
0,243.55552936608188
1,243.42984029243678
2,242.07951050707243
3,242.51002004070432
4,242.93918691817538
5,247.5227993669083
6,251.60576526495714
7,263.385254480835
8,267.3931469826014
9,273.59447305505336
10,267.4823800013457
11,264.78014089498544
12,258.0321728309206
13,241.20890266571845
14,239.7147003952661
15,240.49403553777807
16,236.7787475497224
17,247.11107702850265
18,254.84558142726266
19,260.8299860429073
20,262.65603349924476
21,260.84674592238486
22,253.57124613606965
23,248.4860651070664
