,value
0,217.92008993543428
1,214.8627751372135
2,211.04973272491432
3,210.48453043364972
4,214.056102490933
5,213.9819715440215
6,224.69262573112871
7,236.68143801167082
8,239.19207361941685
9,238.57545141786562
10,238.3820416655054
11,236.65114802059014
12,231.32796149003443
13,232.70708349810698
14,228.74947530378776
15,231.93546012340417
16,234.80629592850954
17,243.65679845873754
18,254.5617409064335
19,256.3286908679815
20,250.82127430774173
21,248.0732429970474
22,244.7804303403761
23,236.21841080611404
