,value
0,127.16364784261684
1,122.50796888173932
2,122.51290230880493
3,123.87020793430828
4,126.23569828220475
5,127.44985705818354
6,135.64559399729927
7,146.89570609796073
8,142.3086573339735
9,141.0835336943649
10,141.18595604496434
11,140.65021581951038
12,138.72397394230524
13,130.6929281560739
14,128.59427435885524
15,135.5843529348747
16,131.4491129117205
17,138.59642232975455
18,140.18089376333046
19,143.565958091388
20,144.92452967038142
21,140.87196515869488
22,134.7097039950758
23,131.32585836956088
