,value
0,172.11539640873198
1,168.68568243855228
2,170.57456049955974
3,168.36943753980168
4,168.04160615395662
5,171.52232696924852
6,177.18594115592504
7,187.97458196106206
8,185.4797382358721
9,189.06190558670184
10,186.99995722404174
11,181.6584560428206
12,182.74354212867016
13,182.5743219807269
14,183.83538414296777
15,181.235937680199
16,182.94596010006674
17,189.30036531793743
18,192.67976364634325
19,186.87937052317102
20,182.22065247436188
21,177.1001695711679
22,175.581486536552
23,167.6894765302732
