,value
0,248.39402634160905
1,244.1253277429858
2,244.47140265533397
3,242.89270316717244
4,241.99039206416757
5,242.34922076394963
6,251.19546519395732
7,258.31609490655467
8,256.1783272414966
9,266.74283973423763
10,261.54743117018427
11,261.92491525033734
12,262.2925942092778
13,259.26672999360653
14,254.34718982281734
15,259.5692199064422
16,262.6738255318391
17,266.8457337988967
18,264.9817555525335
19,268.7534680229413
20,266.0925194208999
21,257.22443653462784
22,253.47964608385078
23,246.2405540328839
