,value
0,108.7292310740433
1,106.5736149904873
2,105.54621914208917
3,108.87083960704472
4,106.76852389898696
5,106.80807617959836
6,111.63335458661393
7,118.38028301002248
8,122.105455884463
9,117.15072785788875
10,113.16255484446577
11,114.85198271113843
12,114.520317608591
13,110.69988496926199
14,111.49457707155669
15,120.44657233281089
16,121.46128638525865
17,124.96484258778251
18,130.64620107404397
19,131.36647115532455
20,133.29127363928956
21,129.86805044533924
22,120.81513295407085
23,117.97774336105121
