,value
0,123.00734348255757
1,121.65010172409616
2,117.56777935882927
3,116.75861410676879
4,115.63905084848888
5,118.11542929282982
6,116.51670514753972
7,116.4643382012906
8,122.59168957856717
9,125.37627163890039
10,128.72192182361658
11,131.40682902506762
12,132.2279744414449
13,130.34089054137274
14,127.9553416481167
15,128.6829070353802
16,127.55937145895669
17,133.87974391479824
18,136.9071579671583
19,138.25060454805975
20,136.25937697867911
21,135.59880375291297
22,129.88379536028043
23,123.33908214219991
