,value
0,217.4997822797042
1,216.85106572997245
2,220.07478947701665
3,222.09582838021487
4,222.65134087661636
5,226.31346536123465
6,227.29923932404165
7,229.8998399518088
8,232.58989942374012
9,240.56348211364966
10,246.77795764626063
11,254.87942743126973
12,264.2745081751985
13,267.73711967935725
14,271.8600555382208
15,266.4954454704188
16,263.82082932274153
17,261.52054661317703
18,255.24235482013916
19,256.4096192397062
20,254.67150558192168
21,252.71427336524667
22,255.64921228630052
23,252.47237778539358
