,value
0,157.33701759318234
1,151.43094802839187
2,150.37538359347283
3,149.60040758061604
4,150.94135477089463
5,148.94099458074527
6,148.86058768719442
7,152.8475571694087
8,160.77651636386938
9,167.6195731010133
10,170.33429393252734
11,173.7857176378169
12,178.3160744384598
13,173.39270004208353
14,170.55252356195675
15,167.88901162846435
16,166.66083414317367
17,175.6204659576708
18,174.77964698140286
19,180.53888480790968
20,180.2935821926438
21,174.69220886672963
22,173.81663883578796
23,166.6106293550758
