,value
0,198.80732259779265
1,204.13336957997132
2,208.38282676908293
3,207.2965604783515
4,208.75711182360337
5,214.52294844757535
6,221.24455024247624
7,227.46391463142612
8,224.6348442153088
9,223.74418956266112
10,219.24910507516162
11,209.29126268830413
12,209.5150103519479
13,206.4484757809468
14,202.7516692847745
15,202.68914260420746
16,203.48774171657357
17,209.92488444056073
18,210.07882295825567
19,206.06420421868475
20,205.2421282336762
21,208.45721279387286
22,207.32778224611533
23,200.49104362007546
