,value
0,216.38819825001522
1,216.1615924095652
2,212.92799397151356
3,214.2508171137643
4,215.28869283575426
5,216.7874522474385
6,223.01825424626347
7,236.35949810535794
8,244.25240942261254
9,246.46748425978973
10,238.86098405464722
11,239.37783318063748
12,236.3629536473806
13,235.53744330882057
14,237.57665259348968
15,234.38521937582527
16,234.84850210257605
17,238.63097390536467
18,245.78508917262093
19,246.12959837782046
20,243.49883044577348
21,242.51898821116882
22,230.88277057272632
23,222.11439094779752
