,value
0,224.40884421195082
1,224.32341945987682
2,224.70402299431856
3,224.39023464048236
4,225.14574392763316
5,230.10419614975223
6,235.96484475356743
7,247.8488482245636
8,247.06984824923614
9,249.63713134292274
10,243.915215452961
11,244.42223033956648
12,243.18201275763303
13,242.74068478817085
14,238.81970845649693
15,241.18562669208097
16,242.94843440614451
17,247.24818681783552
18,254.69670389509486
19,257.2092663914676
20,254.57460954254398
21,250.44202044163322
22,241.08394851566175
23,232.20551921155794
