,value
0,242.6082170218105
1,241.31959720540723
2,242.33964343970592
3,241.35835175929867
4,238.27804019893358
5,239.37977559991324
6,245.19795127495456
7,245.43584124463587
8,249.2452999760369
9,254.9951111635784
10,263.037088949455
11,266.2344697054174
12,267.91381570308994
13,261.5887971149322
14,261.6402415529139
15,265.067192603207
16,264.91774750716587
17,265.4578118908424
18,264.8908385259894
19,262.91571569431926
20,259.3385580409765
21,253.56747980725874
22,252.2864146041746
23,246.63044189368466
