,value
0,164.12689684407894
1,163.44266041665333
2,163.88146000204532
3,161.54940230225031
4,163.5795704461558
5,168.71270786585004
6,176.04889608196734
7,187.21406834509813
8,196.01588215491498
9,208.1114123524905
10,204.93314671795432
11,206.0596203228221
12,208.22481382861406
13,210.81341781862247
14,210.83701817799408
15,217.37562789298013
16,216.78678685964923
17,218.7181837740239
18,223.41536642729454
19,224.8629462457667
20,218.74307999187553
21,213.3629732804499
22,211.60583356266432
23,203.36612879006805
