,value
0,130.32018827819212
1,128.89503293849688
2,130.05501679741658
3,130.17721475863195
4,128.44325218034186
5,129.38147499728268
6,140.3243377313613
7,149.88393981483256
8,151.64594065111123
9,144.71220152019723
10,131.51228104117337
11,124.7183102128855
12,121.02161715127261
13,116.03025228825794
14,116.38120938890322
15,120.31659816548456
16,126.57870804151811
17,130.2415909508117
18,139.17824834087955
19,140.58236600397603
20,142.41089604120813
21,137.60796504320496
22,132.5882109772486
23,124.96122476217612
