,value
0,272.79286590016295
1,268.33021330566817
2,267.3187963183606
3,268.0088293516781
4,264.47405543902886
5,266.265598009592
6,272.13159758636306
7,293.8804414387785
8,291.47727946401864
9,290.6907865440895
10,283.57266913794007
11,282.037899409597
12,278.56814685286776
13,278.7585889423441
14,277.7912507376585
15,280.0022691819587
16,279.8507195287104
17,280.6817160659806
18,285.1449714114631
19,284.3806243840795
20,276.9799968901363
21,273.2295516418776
22,269.9556853568306
23,259.572317648752
