,value
0,278.2815224824262
1,278.6320808450583
2,275.8873410435172
3,275.46592443864347
4,276.5707418227032
5,280.872366645098
6,289.7508508146365
7,301.54068168643835
8,306.87722511591124
9,309.44839054252776
10,307.59014376022833
11,300.80582611448057
12,299.7288423669177
13,293.1514133260821
14,289.02620811890864
15,292.4987467409892
16,292.8782768464701
17,292.2851576852233
18,295.4857448927136
19,301.12710314430626
20,295.1222614538517
21,289.9858957054958
22,283.15849009252315
23,274.99349128021834
