,value
0,185.77893121737384
1,185.65692226693966
2,192.96549680377152
3,192.57646330039685
4,195.87643960856272
5,201.6046857680905
6,206.97691764255526
7,203.41089541385583
8,199.73404513826264
9,198.53840646575009
10,197.31121940418134
11,200.2640745322397
12,203.01479398859684
13,201.09846754864645
14,197.21602922961512
15,195.367144939957
16,197.90507083574045
17,199.75492953603316
18,200.95158182069338
19,198.30357195005374
20,192.42153528595483
21,190.83913086580634
22,188.16750116084086
23,188.6469575032353
