,value
0,202.3668805895758
1,202.70226138304741
2,203.24002541489335
3,208.70301776071636
4,209.1802371165938
5,211.23680846051735
6,216.99476066816237
7,212.13625102598002
8,207.42549321507994
9,206.19852536771745
10,207.79741262250099
11,204.75483532775223
12,201.6707352591018
13,198.65486990247828
14,199.8039679222067
15,197.3810806251816
16,196.52243212816444
17,196.09653772584593
18,193.17108878576835
19,190.57148013313883
20,194.4607649997825
21,192.1072835047451
22,192.36649042126547
23,190.56231308023746
