,value
0,112.57283141624343
1,114.5257940360638
2,115.93348336605997
3,117.35990169275746
4,114.6115018800861
5,115.38911726976511
6,119.59147896413288
7,127.57684650362953
8,117.39190631452709
9,112.43085211694391
10,112.13077401517037
11,110.84257595133785
12,110.81370620757792
13,111.47878831223984
14,108.84938063705275
15,111.43820826325104
16,113.60343397754484
17,116.33065288355164
18,120.30394511175749
19,121.88868331399897
20,122.78362487456468
21,120.67399753527147
22,116.9019607985702
23,112.38562727930011
