,value
0,230.53846898461202
1,227.62266038086608
2,228.32658402436425
3,225.27557007491777
4,224.492996820435
5,227.58648723816776
6,233.1436066492485
7,232.98046876173984
8,236.7242332367965
9,245.19377659422966
10,241.67912019828245
11,246.74891465287118
12,248.9463958439731
13,249.90183362082968
14,251.2736437135224
15,247.79190916032206
16,253.5024664559104
17,250.79122624975884
18,257.8981759181895
19,254.80433796029013
20,250.77306988662602
21,247.994960357676
22,246.80550481171596
23,240.57997289375248
