,value
0,253.59360865473903
1,254.81746330473118
2,252.57220945814433
3,251.35915187809053
4,253.63620888159215
5,254.44930277996366
6,256.733156333162
7,260.1353283486674
8,263.5909144617926
9,264.99523790173765
10,263.3008232106609
11,261.6111459532631
12,258.3162384865034
13,253.920968010061
14,247.32138631123706
15,244.7560642747482
16,252.11208840890978
17,251.97674716434568
18,252.29630732139242
19,254.84246898941694
20,252.95326957535468
21,248.08259628208515
22,244.06140602093274
23,240.28289624442067
