,value
0,109.99039738840526
1,107.37139502836727
2,109.78315666042505
3,108.61890311349165
4,110.35717358436364
5,111.94468071408492
6,120.10782728162253
7,120.33904963707423
8,119.2520340931094
9,124.86920469820973
10,125.18561949005115
11,122.76472716023123
12,123.66420389070228
13,125.06506338792893
14,128.9307944530298
15,127.89029811776415
16,132.57503860092575
17,135.46277236396236
18,133.3103908996083
19,137.03315280027482
20,133.36749437296302
21,133.66174062397747
22,133.1549996318207
23,123.23757666754298
