,value
0,111.44332914745677
1,110.11365621548369
2,110.11074250655383
3,109.0357635541099
4,109.88882378184842
5,113.81899697798998
6,112.05611422884678
7,112.86792497523847
8,116.2385665383139
9,122.75656101527737
10,126.44785945450961
11,124.34305422491441
12,121.45624286174812
13,122.71716861984261
14,121.23850076224149
15,123.92632209093357
16,121.9933373924129
17,117.11793165179138
18,118.11986050211367
19,120.37801708514772
20,122.5785983268105
21,119.07287389801903
22,116.95179751602402
23,115.02656192561564
