,value
0,225.24004401990797
1,223.58519787807558
2,223.71585112150782
3,220.32369734265305
4,219.52493097221804
5,221.18851047176727
6,237.55824375214337
7,242.11596033039422
8,246.21202469439862
9,246.9694150690675
10,241.33231254620142
11,244.3148809058516
12,241.15875151543344
13,236.65921436163657
14,238.97370498340078
15,245.29309479952832
16,244.93221499851484
17,251.27498885090904
18,257.840830553708
19,257.8206656736787
20,255.56338151787594
21,248.58630359995269
22,241.891070059451
23,234.323717394693
