,value
0,163.241495428126
1,163.21798442451586
2,157.97505518603643
3,159.841414530348
4,163.12399714892388
5,167.06404285128312
6,175.6913673296447
7,188.52487135931818
8,187.0135711376483
9,195.49725488029517
10,186.0790584209913
11,180.63922712159606
12,174.19091438329028
13,173.956753757993
14,176.0921213539955
15,177.91203221133125
16,177.17603358141128
17,184.1052040582703
18,191.6077661768631
19,194.04757446941068
20,190.8020124891604
21,187.7558390396853
22,184.85550859501805
23,176.68844452197104
