,value
0,178.0589109626957
1,175.05986650297595
2,175.46644325686054
3,173.82502936393195
4,176.50067012876247
5,177.5408437403778
6,176.72278652556523
7,175.28900849439904
8,172.43163466310156
9,178.5612456016307
10,188.52086710304118
11,184.07380707908428
12,183.93510976861592
13,181.14623310423733
14,179.85821195731347
15,176.7533547681944
16,173.99211931326101
17,177.46475155622838
18,181.99209250793476
19,181.24225285628316
20,180.78695044543107
21,179.0714979275185
22,177.15781780121713
23,170.12847472961886
