,value
0,94.13858224094777
1,92.86028043904196
2,91.77920483825517
3,94.21081108891107
4,91.66774973954125
5,92.92941819813721
6,94.81415445329681
7,99.5232725233553
8,98.52194282471378
9,104.97441692683824
10,108.07771920065453
11,110.77641791812387
12,112.74523866615328
13,114.08951046199577
14,107.94277008760622
15,106.63113826434355
16,107.19377819946205
17,115.1706815523972
18,112.51658629405418
19,114.931552799641
20,113.44613141051335
21,113.11972718015619
22,109.31796310642565
23,107.72999340437948
