,value
0,122.36165620348044
1,120.64985490053203
2,122.29769957471068
3,127.23313863167677
4,125.51162386291122
5,124.41742228832229
6,129.90076173368095
7,140.15617646691643
8,137.04915523428437
9,136.1316509240874
10,133.12376836457133
11,137.67120056989015
12,138.96453167944907
13,133.93511830448455
14,130.32604617241938
15,133.9894962200288
16,130.22967283301915
17,130.7639761355682
18,137.27225839209012
19,138.33961211378244
20,137.85848624484538
21,133.7404841333862
22,127.27748352449004
23,121.72848848716406
