,value
0,98.03285759237804
1,97.9708804832326
2,95.234328548378
3,95.3960886693534
4,95.73238138185503
5,101.75012153230016
6,107.16990704748044
7,116.27014074714212
8,109.6721827814828
9,112.12989346868989
10,107.82528035262492
11,106.02806380764385
12,104.61973641227992
13,105.1003174747242
14,104.51864175508948
15,110.28063484049514
16,111.40561727411712
17,114.1577849283638
18,117.26050757272976
19,122.41510157485962
20,116.82120502445687
21,111.9553997257588
22,108.88527470478894
23,103.2169551328607
