,value
0,178.05152022706972
1,179.19640829754906
2,182.1151228022142
3,184.91691987286092
4,184.81196860019176
5,188.94742370336795
6,201.57298714988377
7,211.03743489174204
8,207.6554506598363
9,200.59178242992348
10,198.9377421090411
11,199.185197954893
12,192.36363863086257
13,189.22631684617073
14,187.6362031882451
15,189.37834710423135
16,196.25480623977091
17,198.83133972607055
18,203.4016567519911
19,206.90868869310992
20,200.8566208422911
21,201.13604170358784
22,198.47777447836555
23,193.7698647128011
