,value
0,100.95674400077934
1,100.57800369442764
2,100.8220428514815
3,104.071340055198
4,101.38352373342136
5,102.39756716049816
6,111.52197385736036
7,121.31631642634336
8,115.79410356747864
9,110.88702596718352
10,104.41679256747427
11,106.60431737626992
12,106.25114456584636
13,109.94492082203878
14,107.60127796376108
15,104.89749973525709
16,110.19329415794918
17,119.57912390361022
18,122.2395562544328
19,124.50639291817502
20,124.51432913246865
21,120.4568483392362
22,114.35148270161449
23,104.40058901275408
