,value
0,110.64100807298692
1,107.3357631537868
2,107.67894314883856
3,109.56525536568158
4,108.09908475640796
5,108.21686493862316
6,108.5338779271313
7,108.51123290478284
8,110.68653799705147
9,114.54362644977884
10,119.45869787686638
11,119.29908179455232
12,117.93104906252512
13,117.4784654163016
14,114.94951598025956
15,117.2611004440172
16,117.87755111219934
17,115.11279797629793
18,112.94529887561924
19,114.16558940770948
20,114.55166241433788
21,115.01725149634696
22,109.8223353051995
23,106.13751767237706
