,value
0,163.80000737871524
1,162.09480117861082
2,161.33662158218382
3,164.16738540983036
4,162.04606379317775
5,162.74984233796198
6,168.9757164384538
7,185.34686516665548
8,179.28484372763916
9,184.10671099790304
10,179.5923026044015
11,169.50918150823475
12,164.87443079920905
13,159.1564208424589
14,159.60159460028876
15,163.491464022844
16,166.5535070957601
17,170.19075454176914
18,177.00607689753443
19,175.06873091093837
20,176.29660287138051
21,170.67208920816242
22,169.517564368686
23,165.22376997535278
