,value
0,130.11052901471714
1,132.3484709122616
2,134.9455396724913
3,133.43163942060215
4,132.15308428655314
5,133.20516238822918
6,136.0170195656856
7,138.1244999894528
8,145.9509522747932
9,152.21434594135408
10,147.17235390341793
11,141.51903271665324
12,138.18147218509813
13,134.54353637742798
14,129.3897454279818
15,131.76898219126073
16,135.5268676624296
17,135.91952813766733
18,138.93241177121143
19,138.64504876095302
20,137.76668960131744
21,134.73228110335342
22,131.77583466773262
23,128.8457070044311
