,value
0,136.1369128017272
1,133.085929096914
2,133.29700151019304
3,132.64976394995512
4,133.87716408893223
5,135.32472894752618
6,147.87944309038556
7,157.68557264663184
8,153.4236712836628
9,157.53418270375727
10,151.47526702803458
11,140.96187313487678
12,136.17987214186553
13,133.36736039701094
14,134.89438040328102
15,136.5739584416871
16,138.4763318529459
17,144.9924231670127
18,152.92024338199025
19,155.71174763791154
20,154.42389402821374
21,147.65828846552836
22,137.6298164754763
23,130.76558476022694
