,value
0,204.57884029726912
1,203.17875996959432
2,202.99705843360945
3,205.0582672038268
4,202.81579932543363
5,203.7666500381052
6,210.34614453677705
7,224.58154427487352
8,228.76200430801896
9,233.6322862836913
10,221.11815991134188
11,221.3746662249223
12,221.03309712761356
13,217.6131899100058
14,217.169769061007
15,219.0200541507302
16,218.53235870287844
17,223.8684204287416
18,228.53405887267735
19,236.09423432598788
20,229.58121351827467
21,223.67195408937425
22,215.10829797546876
23,209.68530100643852
