,value
0,237.31161441413215
1,234.72893210741256
2,232.2518383843854
3,234.2239647813708
4,237.1065127514187
5,237.2623427647112
6,244.5636402970036
7,257.5272455915346
8,258.2843530009387
9,256.8061088018624
10,254.49792463600576
11,251.68862626991657
12,253.7651414411994
13,250.69123146930667
14,252.50157292708263
15,253.26491930296365
16,259.9779859147413
17,267.59938496929516
18,267.00901869659737
19,267.65170836275183
20,264.1185648943471
21,259.1285596736961
22,254.41957726562887
23,248.50258220773247
