,value
0,105.3525767341212
1,102.51926394271548
2,101.0779251162854
3,102.91653472792856
4,108.05758248620916
5,105.71571351400402
6,113.77223648811288
7,126.10672425309966
8,123.50590881691492
9,126.04646117615812
10,133.4628845540386
11,128.0514036740667
12,128.10905881386847
13,121.12494451764468
14,123.64793079764556
15,123.5064285036235
16,124.8462507171104
17,124.27170494212262
18,127.65836049892428
19,127.91783012808176
20,125.2853962195856
21,120.83365833893302
22,117.0332315971233
23,113.51624089376904
