,value
0,126.3163113180494
1,125.81024526066902
2,124.52665333898013
3,127.05339134258904
4,128.8123592501265
5,129.56450319072678
6,137.2911264783019
7,141.10952501108304
8,136.08065836319406
9,129.80270834933802
10,127.82964010864144
11,127.6749400572534
12,127.81193644388844
13,126.49718744605435
14,122.74981582587364
15,122.45477213977088
16,126.2220368825374
17,129.28762516030943
18,137.41294468732755
19,137.4879129224442
20,137.66020299265745
21,134.08535211156158
22,130.89845484265854
23,118.2791840891838
