,value
0,162.59750011242414
1,160.19128920208206
2,159.79728325629333
3,162.5908527362534
4,167.60936196662
5,169.59674051797847
6,177.9995771056432
7,184.2966615383381
8,182.6288811361705
9,182.27937316866385
10,166.81634007007673
11,165.45808486974798
12,164.72846717804555
13,161.81273433459702
14,159.47853175541545
15,163.6440995880248
16,173.00715575931724
17,174.27733535831769
18,177.29688142650443
19,177.22669784979823
20,182.22980942385192
21,175.95518394552053
22,169.3994062320328
23,163.36540788685525
