,value
0,159.71910328238644
1,158.72528077366445
2,160.5316763777532
3,165.42321554549207
4,162.8128354854938
5,163.6385101619069
6,170.213513541768
7,184.08771858903523
8,178.2416707844579
9,179.8741249605232
10,174.19149288843528
11,166.8541320067918
12,166.65802727029208
13,166.72996782647326
14,166.3996332741447
15,170.73159845029508
16,175.44443823327987
17,175.47477323232323
18,183.77609269997
19,185.97476998353883
20,175.25513364875133
21,173.39749516454916
22,164.36756283061277
23,156.99452956741032
