,value
0,223.30709787069873
1,225.78023513805132
2,225.9662310024587
3,224.5801666098356
4,226.41126611126344
5,226.6786810905036
6,233.87490814365177
7,245.75685882599987
8,245.81757938641385
9,246.8280705029727
10,234.31819754670087
11,230.6579186622755
12,227.08602340862592
13,226.63234830361176
14,229.60095939129465
15,223.19504834779647
16,222.20564172119
17,226.42526266738616
18,235.2015114337514
19,241.19345244440575
20,236.9718858112404
21,236.08527109817695
22,229.08031943504955
23,218.33330958141977
