,value
0,113.34851082183626
1,111.12964361983626
2,109.17034470950016
3,112.82670046319647
4,110.8891255804933
5,110.11675332890638
6,111.1401076683198
7,110.70307167184284
8,110.28683176308374
9,112.67487836855862
10,117.05248280812393
11,121.04123522738372
12,116.24937959972765
13,115.71310401626744
14,114.8859627788981
15,117.0184110043292
16,113.70223696886666
17,115.6293722404175
18,117.80309549630836
19,117.81685025853108
20,116.12644695929956
21,115.70138895875132
22,110.8746532533096
23,105.19184625063806
