,value
0,240.09366675441885
1,236.66212153378353
2,239.25758282091948
3,240.17242773281177
4,236.4721439691456
5,240.3194429694242
6,250.50552790777647
7,265.4089298351276
8,257.9199108972403
9,260.454132512099
10,254.520564926136
11,259.92564885697675
12,256.85531602737376
13,256.90081776017377
14,256.85609829528573
15,257.6379115450594
16,257.7158601288786
17,262.4329884961747
18,269.8737241711407
19,268.07762791104
20,265.3766828688679
21,259.9971123156656
22,256.1095779733312
23,243.56529693624853
