,value
0,173.01037575393372
1,171.64123014179475
2,172.02595091339757
3,174.30210368298015
4,172.78107160860026
5,175.55094410321487
6,183.9005489159884
7,193.47762724828308
8,186.48151467690369
9,189.16486374287828
10,186.7863193375128
11,179.91511840131926
12,177.16469243887707
13,171.91199043343536
14,173.7739785895588
15,174.6858720576831
16,177.89405436978134
17,180.35859598076507
18,182.3704492816727
19,181.48602938331493
20,176.89927277930744
21,174.32287764794924
22,174.74671056409855
23,170.87293114613232
