,value
0,106.95336251470486
1,105.65339444362812
2,104.06367952895825
3,106.94990887478431
4,104.5143973394672
5,105.80261964614073
6,110.27280350443226
7,119.2186577328046
8,117.89495444236722
9,120.37220946225573
10,124.37334799857072
11,124.32504676987594
12,125.8364573953459
13,122.64292272825976
14,122.57930346173868
15,123.68794354198636
16,127.47113018683883
17,126.68506671465455
18,128.7144292237439
19,131.54943250812008
20,128.5332204258098
21,125.73096985178162
22,126.14158662550292
23,117.24053118645868
